,age,education,educational-num,marital-status,occupation,relationship,race,gender,hours-per-week,income,net_capital
45933,56,9,9,3,7,2,3,1,40,0,0
45934,34,10,10,0,12,2,3,1,12,1,0
45935,50,9,9,5,3,4,3,0,40,1,0
45936,48,13,13,5,11,4,3,0,50,1,0
45937,45,6,7,5,8,3,3,1,36,0,0
45938,55,11,11,5,6,4,3,0,50,1,5178
45939,41,10,10,2,4,2,3,1,40,0,0
45940,66,10,10,5,11,4,3,0,24,0,0
45941,29,10,10,0,12,2,3,1,40,0,-1408
45942,37,10,10,5,9,3,3,1,40,0,5013
45943,63,8,15,5,12,4,3,0,40,0,0
45944,61,12,12,5,10,4,3,0,40,1,15024
45945,64,13,13,2,11,0,3,0,50,1,27828
45946,35,9,9,5,2,4,3,0,35,0,0
45947,22,10,10,0,4,5,3,1,40,0,0
45948,58,3,4,5,3,4,3,0,50,0,2936
45949,58,10,10,5,10,4,3,0,45,1,0
45950,24,9,9,0,2,5,3,1,48,0,0
45951,34,10,10,2,12,0,3,1,6,0,0
45952,33,14,14,0,12,2,3,1,50,0,0
45953,33,9,9,5,6,4,3,0,60,0,0
45954,17,6,7,0,8,5,3,1,15,0,0
45955,27,13,13,5,10,1,3,0,40,1,0
45956,20,10,10,0,4,5,3,1,20,0,0
45957,52,13,13,2,12,0,3,1,40,1,-1755
45958,30,3,4,2,6,2,3,0,40,0,0
45959,22,13,13,0,12,2,3,0,40,0,0
45960,20,12,12,0,8,2,3,1,40,0,0
45961,64,2,3,2,8,2,3,1,45,0,0
45962,49,14,14,5,11,4,3,0,50,1,15024
45963,38,13,13,2,8,2,0,1,60,0,0
45964,46,9,9,5,4,4,0,0,80,1,0
45965,17,5,6,0,8,5,3,0,20,0,0
45966,45,1,2,5,3,4,3,0,40,0,0
45967,27,13,13,0,11,5,3,1,40,0,0
45968,45,11,11,2,10,0,3,1,30,0,0
45969,26,9,9,2,11,2,3,0,78,1,0
45970,23,12,12,0,4,5,3,1,20,0,-1974
45971,44,13,13,2,12,0,3,0,45,0,0
45972,36,13,13,2,11,2,3,0,40,0,-1741
45973,35,4,5,0,11,2,3,1,40,0,0
45974,24,9,9,5,11,3,3,1,40,0,0
45975,56,13,13,4,12,0,3,1,40,0,0
45976,47,14,14,2,9,2,3,0,40,0,0
45977,32,13,13,5,2,4,3,0,50,1,0
45978,29,13,13,0,11,5,3,1,10,0,3325
45979,55,12,12,4,12,2,3,1,5,0,0
45980,35,13,13,5,11,4,3,0,50,1,0
45981,37,9,9,5,7,4,3,0,68,0,0
45982,36,11,11,5,5,4,3,0,75,0,3908
45983,33,9,9,5,10,3,3,1,45,0,0
45984,34,9,9,2,6,2,3,0,50,0,0
45985,24,10,10,0,2,5,3,0,40,0,0
45986,25,9,9,0,4,2,3,1,40,0,0
45987,31,9,9,0,7,2,3,0,45,0,0
45988,38,11,11,5,7,4,3,0,40,0,0
45989,30,13,13,5,10,4,3,0,40,1,0
45990,35,9,9,5,7,4,3,0,32,0,0
45991,67,13,13,2,11,2,3,1,60,0,0
45992,34,13,13,5,12,3,3,1,40,0,0
45993,46,9,9,5,4,3,3,1,40,0,0
45994,19,10,10,0,10,5,3,1,16,0,0
45995,26,12,12,0,8,5,0,1,15,0,0
45996,28,10,10,0,12,2,0,0,40,0,0
45997,47,10,10,5,7,4,3,0,40,0,0
45998,49,14,14,5,4,4,3,0,40,1,0
45999,33,8,15,5,12,4,3,0,40,1,-1887
46000,44,13,13,5,12,4,3,0,40,1,0
46001,30,9,9,0,0,5,3,1,40,0,0
46002,18,10,10,0,8,5,1,0,16,0,0
46003,60,9,9,5,6,4,3,0,60,1,3103
46004,44,14,14,0,11,2,3,0,56,1,14084
46005,81,8,15,5,12,4,3,0,24,1,0
46006,43,10,10,0,8,2,3,1,40,0,0
46007,35,7,8,0,5,2,3,0,20,0,0
46008,58,9,9,5,5,4,3,0,72,0,0
46009,32,13,13,5,12,4,1,0,40,0,0
46010,40,9,9,5,6,4,3,0,35,0,0
46011,32,9,9,0,8,5,0,1,40,0,0
46012,21,10,10,0,4,5,3,1,35,0,-1721
46013,44,9,9,5,8,4,3,0,25,0,0
46014,33,13,13,5,4,4,3,0,45,1,-1902
46015,25,10,10,0,10,5,3,1,40,0,0
46016,42,9,9,2,3,2,3,0,40,0,0
46017,27,9,9,0,6,5,3,0,40,0,0
46018,62,5,6,5,12,4,3,0,40,0,0
46019,31,9,9,0,10,2,0,0,40,0,0
46020,33,13,13,0,12,1,0,1,40,0,0
46021,50,10,10,5,7,4,3,0,55,0,0
46022,50,14,14,5,12,4,3,0,50,1,7688
46023,46,11,11,5,12,4,3,0,60,0,0
46024,22,12,12,0,8,0,3,1,35,0,0
46025,66,8,15,5,11,4,0,0,55,1,20051
46026,52,9,9,0,8,0,3,1,45,0,0
46027,57,1,2,1,7,1,3,1,45,0,-1602
46028,41,11,11,2,5,2,3,0,40,0,0
46029,42,9,9,5,3,4,3,0,42,0,-1579
46030,19,7,8,0,8,1,3,1,30,0,0
46031,45,13,13,2,11,0,0,1,60,0,0
46032,51,7,8,5,8,4,3,0,99,0,0
46033,69,12,12,2,12,0,3,1,1,0,0
46034,45,13,13,5,12,4,3,0,30,0,0
46035,48,10,10,2,4,2,3,1,50,0,0
46036,60,10,10,5,4,4,3,0,40,1,7298
46037,42,9,9,0,10,5,3,1,40,0,0
46038,19,10,10,0,4,5,3,1,10,0,0
46039,39,9,9,5,10,4,3,0,70,0,0
46040,46,9,9,5,3,4,3,0,50,1,0
46041,58,9,9,5,1,4,3,0,40,0,3908
46042,36,10,10,2,12,0,3,1,45,0,0
46043,21,9,9,0,7,0,3,0,35,0,0
46044,41,8,15,5,11,4,3,0,40,1,0
46045,17,6,7,0,8,5,3,1,20,0,0
46046,29,9,9,5,3,4,3,0,40,0,0
46047,52,10,10,2,4,2,3,1,60,0,0
46048,33,12,12,5,10,4,3,0,40,0,0
46049,38,14,14,0,11,0,0,1,35,0,0
46050,42,13,13,5,10,4,3,0,40,1,0
46051,24,12,12,5,4,4,3,0,30,0,0
46052,59,10,10,5,11,4,3,0,60,1,0
46053,36,13,13,5,10,4,3,0,45,1,-2415
46054,54,10,10,5,9,4,3,0,40,1,7688
46055,39,13,13,5,10,4,3,0,50,1,15024
46056,42,9,9,5,6,4,3,0,96,0,0
46057,54,13,13,5,7,4,3,0,50,0,0
46058,26,12,12,4,7,1,1,1,40,0,0
46059,50,9,9,5,2,4,3,0,40,1,0
46060,42,11,11,5,8,4,3,0,45,0,0
46061,48,13,13,5,4,3,3,1,40,1,7688
46062,31,13,13,1,8,2,3,1,30,0,0
46063,56,9,9,0,12,2,3,1,45,0,0
46064,28,12,12,5,4,3,3,1,40,1,0
46065,34,9,9,5,4,4,3,0,45,1,0
46066,28,9,9,0,6,2,3,1,40,0,0
46067,41,13,13,5,7,4,1,0,40,1,0
46068,44,10,10,5,6,4,3,0,60,1,-1887
46069,34,12,12,5,7,4,3,0,65,0,0
46070,26,14,14,0,12,2,3,0,55,1,0
46071,37,13,13,0,11,2,3,0,40,1,-2824
46072,64,10,10,5,12,4,3,0,15,0,3411
46073,25,11,11,2,4,0,3,1,40,0,0
46074,48,10,10,5,7,4,3,0,40,0,0
46075,47,10,10,2,4,2,3,1,40,0,0
46076,17,6,7,0,8,1,3,1,20,0,0
46077,44,2,3,5,3,4,3,0,40,0,0
46078,46,10,10,2,6,2,3,1,40,0,0
46079,32,13,13,2,12,2,3,0,50,0,0
46080,42,10,10,5,6,4,0,0,40,0,0
46081,33,13,13,2,10,2,3,0,50,1,0
46082,61,9,9,2,8,2,0,1,40,0,0
46083,47,13,13,5,7,4,3,0,40,0,0
46084,35,13,13,0,10,2,3,1,45,1,8614
46085,62,5,6,5,7,4,0,0,40,0,0
46086,62,13,13,5,11,4,3,0,40,0,0
46087,38,8,15,5,12,4,3,0,60,1,99999
46088,19,10,10,0,12,5,3,1,40,0,0
46089,33,13,13,5,12,4,3,0,40,0,0
46090,39,13,13,5,12,3,3,1,42,0,0
46091,17,6,7,0,2,5,3,0,10,0,0
46092,58,10,10,5,11,4,3,0,40,0,0
46093,35,13,13,3,12,2,3,1,50,0,0
46094,34,9,9,5,1,4,3,0,50,0,4064
46095,55,3,4,2,3,0,3,1,40,0,0
46096,32,10,10,5,7,4,3,0,40,0,0
46097,19,9,9,0,10,5,3,0,40,0,0
46098,41,9,9,5,3,4,3,0,40,0,0
46099,24,9,9,2,8,0,3,1,40,0,0
46100,52,9,9,5,7,4,3,0,35,0,0
46101,48,13,13,5,12,4,3,0,40,0,0
46102,32,10,10,2,12,2,3,1,30,0,0
46103,47,9,9,2,4,0,3,1,35,0,0
46104,38,8,15,5,10,3,3,1,40,0,0
46105,18,9,9,0,2,5,0,0,40,0,0
46106,25,9,9,5,7,4,3,0,40,0,0
46107,36,13,13,5,12,3,3,1,32,1,0
46108,40,11,11,2,12,2,3,1,20,0,0
46109,56,6,7,5,7,4,3,0,20,0,0
46110,50,11,11,2,12,0,3,1,40,1,0
46111,55,9,9,5,4,4,3,0,50,1,6418
46112,32,9,9,5,1,4,3,0,40,0,0
46113,41,11,11,5,7,4,3,0,43,1,0
46114,28,10,10,0,4,2,3,1,52,0,0
46115,53,10,10,5,11,4,3,0,55,0,0
46116,26,11,11,5,12,3,3,1,40,0,0
46117,60,13,13,3,12,0,3,1,55,0,5455
46118,21,10,10,0,8,5,3,0,20,0,0
46119,29,9,9,5,6,4,3,0,40,0,0
46120,73,10,10,5,12,4,3,0,50,1,-2174
46121,43,13,13,5,10,4,3,0,45,1,0
46122,45,10,10,5,10,4,3,0,45,0,0
46123,35,4,5,5,8,3,3,1,35,0,0
46124,36,9,9,2,12,5,3,1,40,1,0
46125,25,9,9,0,10,1,3,1,50,0,0
46126,38,10,10,5,2,4,0,0,40,0,0
46127,30,10,10,2,4,0,3,1,40,0,0
46128,49,10,10,5,11,4,3,0,40,1,7298
46129,41,9,9,5,7,4,3,0,40,0,0
46130,27,10,10,5,11,4,3,0,40,0,0
46131,64,10,10,5,11,4,3,0,20,0,0
46132,41,9,9,5,6,4,3,0,45,0,0
46133,37,13,13,5,11,4,3,0,47,1,-1887
46134,51,2,3,3,3,0,3,1,40,0,0
46135,35,10,10,2,12,0,3,1,40,0,7443
46136,61,1,2,5,8,4,3,0,40,0,0
46137,52,3,4,2,0,5,0,1,16,0,0
46138,40,12,12,5,10,4,3,0,60,1,0
46139,20,9,9,0,2,5,3,0,40,0,0
46140,52,14,14,5,12,4,3,0,40,0,0
46141,50,10,10,5,9,4,3,0,40,1,0
46142,49,13,13,2,11,0,3,1,40,1,0
46143,36,13,13,0,12,0,0,1,40,0,0
46144,33,14,14,0,11,0,3,0,40,0,0
46145,40,9,9,5,12,4,4,0,50,0,0
46146,45,13,13,5,11,4,3,0,50,1,0
46147,22,10,10,0,7,5,3,1,35,0,0
46148,47,14,14,5,12,3,3,1,2,1,0
46149,24,9,9,0,10,2,3,0,30,0,0
46150,19,10,10,0,10,2,3,1,30,0,0
46151,40,9,9,2,7,2,3,1,40,0,0
46152,40,10,10,0,9,2,3,1,50,1,0
46153,54,9,9,5,10,4,3,0,50,1,15024
46154,43,8,15,5,12,4,2,0,35,1,0
46155,63,13,13,5,6,4,3,0,40,0,0
46156,18,6,7,0,8,5,3,1,20,0,0
46157,19,1,2,0,3,1,3,0,40,0,0
46158,49,9,9,5,11,4,3,0,45,0,0
46159,27,14,14,5,11,4,3,0,45,1,0
46160,49,14,14,2,11,2,3,1,40,0,0
46161,60,9,9,5,7,4,3,0,50,0,0
46162,71,9,9,5,12,4,3,0,40,0,0
46163,34,9,9,5,6,4,3,0,40,0,0
46164,29,13,13,5,12,3,3,1,46,1,0
46165,30,10,10,5,10,4,3,0,44,0,0
46166,46,9,9,0,2,5,3,0,17,0,0
46167,32,11,11,5,7,4,3,0,40,0,0
46168,25,9,9,0,7,2,3,0,75,0,0
46169,25,14,14,0,12,0,3,0,45,0,0
46170,22,10,10,6,8,3,3,1,40,1,0
46171,32,10,10,5,6,4,3,0,50,0,0
46172,40,15,16,5,12,3,3,1,30,1,0
46173,51,14,14,0,12,2,3,0,40,1,27828
46174,20,9,9,0,7,5,3,0,30,0,0
46175,34,9,9,2,11,2,3,1,48,0,0
46176,40,10,10,0,11,2,3,0,50,0,0
46177,34,11,11,0,4,0,3,1,40,0,0
46178,19,5,6,0,2,5,3,0,25,0,0
46179,53,5,6,5,7,4,0,0,40,0,0
46180,42,10,10,5,4,4,3,0,40,1,0
46181,38,14,14,5,11,4,3,0,65,1,0
46182,41,9,9,5,7,4,3,0,60,1,0
46183,64,8,15,5,12,4,3,0,16,0,0
46184,30,10,10,0,12,2,3,0,40,0,0
46185,20,6,7,5,5,5,3,0,40,0,0
46186,19,9,9,0,8,5,3,1,30,0,0
46187,20,9,9,0,10,1,3,0,60,0,0
46188,35,13,13,5,11,4,3,0,45,0,0
46189,33,9,9,5,7,4,3,0,40,0,0
46190,43,10,10,5,11,4,3,0,15,1,-1902
46191,38,10,10,2,11,0,3,1,38,0,0
46192,50,10,10,5,11,3,3,1,30,0,0
46193,23,9,9,2,8,5,3,1,10,0,0
46194,30,10,10,0,4,5,3,1,10,0,0
46195,33,13,13,3,11,0,0,1,40,0,0
46196,48,9,9,2,3,2,3,0,40,0,0
46197,43,13,13,2,12,0,3,1,24,0,0
46198,33,10,10,0,9,2,0,0,40,0,0
46199,50,14,14,5,11,4,0,0,45,1,0
46200,23,10,10,5,4,4,3,0,40,1,0
46201,36,10,10,2,2,2,3,0,50,0,0
46202,50,9,9,2,4,0,3,1,46,0,0
46203,26,9,9,5,10,3,3,1,20,0,0
46204,55,14,14,5,12,3,3,1,40,0,-2267
46205,37,9,9,5,5,4,3,0,40,0,0
46206,43,9,9,5,3,4,3,0,40,0,0
46207,38,10,10,5,6,4,3,0,40,0,0
46208,42,3,4,5,2,4,3,0,30,0,0
46209,47,15,16,5,6,4,3,0,45,0,-2002
46210,44,13,13,5,11,4,1,0,40,0,0
46211,28,9,9,5,7,4,3,0,40,0,0
46212,51,10,10,1,4,2,3,1,40,0,0
46213,51,9,9,5,7,4,3,0,40,0,0
46214,49,13,13,5,11,4,3,0,40,0,0
46215,62,15,16,5,12,4,3,0,50,1,15024
46216,31,10,10,0,4,0,3,1,40,0,0
46217,29,6,7,5,2,3,1,1,14,0,2829
46218,23,10,10,0,5,2,3,0,30,0,0
46219,40,10,10,2,10,2,3,1,40,0,0
46220,66,3,4,5,11,4,3,0,50,0,0
46221,17,6,7,0,8,2,3,1,20,0,0
46222,37,10,10,5,7,4,3,0,40,1,0
46223,69,8,15,5,12,4,3,0,3,0,0
46224,23,13,13,0,4,2,3,1,40,0,0
46225,38,9,9,5,11,4,3,0,42,1,0
46226,37,9,9,5,7,4,3,0,40,0,0
46227,38,10,10,2,10,2,3,1,40,0,0
46228,38,4,5,5,5,4,3,0,54,0,0
46229,37,13,13,0,12,2,3,1,40,0,0
46230,37,9,9,5,11,4,3,0,50,1,0
46231,23,4,5,0,5,0,3,0,70,0,0
46232,17,5,6,0,8,5,3,1,15,0,0
46233,48,13,13,5,12,4,3,0,35,0,0
46234,17,6,7,0,4,5,3,1,23,0,0
46235,55,14,14,5,11,4,3,0,60,1,-1977
46236,35,10,10,5,11,4,3,0,40,1,0
46237,68,10,10,5,12,3,3,1,12,1,0
46238,35,13,13,5,7,4,3,0,45,0,0
46239,53,13,13,5,11,4,3,0,60,1,0
46240,43,9,9,5,3,4,3,0,48,0,0
46241,36,14,14,0,12,5,3,0,40,0,0
46242,24,9,9,3,8,0,0,1,40,0,0
46243,45,10,10,5,6,4,3,0,48,0,0
46244,34,10,10,5,4,3,3,1,40,0,-2057
46245,56,9,9,0,4,2,3,1,38,0,0
46246,36,9,9,5,7,4,3,0,45,1,0
46247,22,10,10,0,12,5,3,0,50,0,0
46248,19,4,5,0,7,1,3,0,35,0,-1719
46249,33,9,9,0,8,5,0,0,36,0,0
46250,48,9,9,0,8,2,3,1,32,0,0
46251,20,10,10,0,8,5,3,1,30,0,0
46252,64,12,12,5,10,4,3,0,50,1,-1887
46253,47,6,7,5,7,4,3,0,40,0,0
46254,20,10,10,0,8,2,3,1,25,0,0
46255,44,13,13,2,11,2,0,1,40,0,0
46256,45,13,13,5,5,4,3,0,77,0,0
46257,45,9,9,5,6,3,3,1,40,1,5178
46258,45,14,14,5,12,4,3,0,37,1,0
46259,27,13,13,0,12,2,0,0,40,0,0
46260,41,9,9,5,7,4,3,0,72,1,0
46261,20,9,9,0,5,2,3,0,55,0,0
46262,54,13,13,5,11,4,3,0,40,1,7688
46263,17,5,6,0,8,5,3,1,10,0,-1602
46264,50,9,9,5,12,4,3,0,40,1,0
46265,31,14,14,0,9,2,3,0,40,0,0
46266,49,9,9,0,7,2,3,0,30,0,0
46267,44,14,14,5,4,4,3,0,40,0,0
46268,49,9,9,2,7,2,3,0,50,0,0
46269,28,13,13,0,12,2,3,0,52,0,0
46270,43,10,10,5,9,4,3,0,99,1,4386
46271,33,12,12,2,3,0,4,1,40,0,0
46272,35,10,10,2,3,0,0,1,55,0,0
46273,17,6,7,0,10,5,3,1,20,0,0
46274,25,9,9,5,2,4,3,0,40,0,0
46275,41,9,9,2,7,0,3,1,40,0,0
46276,30,14,14,0,9,0,3,0,45,0,0
46277,48,11,11,5,8,4,1,0,56,1,0
46278,61,10,10,5,4,4,3,0,35,0,0
46279,41,9,9,3,7,2,3,0,40,0,0
46280,36,9,9,0,9,2,3,0,50,0,0
46281,24,10,10,0,1,2,3,0,40,0,0
46282,27,9,9,0,4,5,0,0,40,0,0
46283,18,6,7,0,12,5,3,1,2,0,0
46284,20,10,10,0,12,5,3,1,15,0,0
46285,18,10,10,0,8,5,3,0,12,0,0
46286,23,9,9,5,7,4,3,0,40,0,0
46287,43,14,14,5,12,4,3,0,45,1,-1887
46288,38,10,10,5,11,3,0,1,40,0,0
46289,36,10,10,2,4,0,3,1,40,0,0
46290,28,13,13,0,11,2,3,0,50,0,0
46291,47,10,10,5,7,4,3,0,40,0,0
46292,51,15,16,5,11,4,3,0,84,1,15024
46293,35,13,13,5,11,4,3,0,40,1,0
46294,38,13,13,5,1,4,3,0,60,0,0
46295,47,10,10,5,4,4,0,0,40,1,0
46296,26,6,7,2,7,2,3,1,40,0,0
46297,31,10,10,2,1,2,3,0,40,1,0
46298,46,10,10,2,4,0,0,1,35,0,0
46299,49,10,10,0,11,0,3,1,40,0,0
46300,19,9,9,0,10,5,3,1,30,0,0
46301,45,10,10,5,5,4,3,0,50,0,0
46302,46,13,13,5,12,4,3,0,45,1,7688
46303,70,10,10,5,9,4,3,0,20,0,0
46304,19,10,10,0,4,5,3,1,20,0,0
46305,46,11,11,5,7,4,3,0,50,0,0
46306,20,10,10,0,6,5,3,0,35,0,0
46307,17,6,7,0,8,1,3,1,22,0,0
46308,43,10,10,5,11,4,3,0,49,1,0
46309,19,10,10,0,8,5,3,1,15,0,0
46310,37,9,9,5,7,4,3,0,40,0,0
46311,51,9,9,1,12,0,3,1,40,0,0
46312,40,13,13,5,12,4,3,0,40,1,0
46313,24,10,10,0,7,5,3,0,60,0,0
46314,31,12,12,5,12,4,3,0,40,0,0
46315,59,11,11,5,12,4,3,0,50,1,5178
46316,27,9,9,0,8,0,0,1,40,0,0
46317,40,13,13,5,12,4,3,0,99,1,15024
46318,30,9,9,5,7,4,3,0,40,0,0
46319,28,12,12,0,4,5,3,0,32,0,0
46320,25,9,9,0,7,5,0,0,50,0,0
46321,22,13,13,0,10,2,3,1,20,0,0
46322,21,10,10,0,11,5,3,0,40,0,0
46323,67,10,10,5,12,4,3,0,6,0,0
46324,35,13,13,0,11,2,3,1,60,1,0
46325,54,9,9,5,11,4,3,0,56,0,0
46326,36,9,9,5,3,4,3,0,40,0,0
46327,29,13,13,5,10,4,3,0,40,0,0
46328,32,9,9,0,11,0,3,1,40,0,-1380
46329,55,9,9,2,6,2,3,0,40,0,0
46330,56,14,14,2,4,0,3,1,40,0,0
46331,19,10,10,0,8,5,0,0,25,0,0
46332,36,9,9,0,8,2,0,1,40,0,-2001
46333,58,9,9,1,4,2,3,1,40,1,0
46334,35,9,9,2,4,0,3,1,40,0,0
46335,44,5,6,3,3,0,0,1,40,0,0
46336,40,9,9,5,11,4,3,0,40,0,0
46337,18,9,9,0,8,5,3,1,20,0,0
46338,71,9,9,5,5,4,4,0,35,0,0
46339,51,9,9,5,11,4,3,0,57,1,0
46340,27,9,9,0,12,5,0,0,40,0,0
46341,20,7,8,0,8,5,3,0,35,0,0
46342,33,6,7,0,12,2,3,1,40,0,0
46343,34,11,11,2,9,0,0,1,40,0,0
46344,28,11,11,5,8,4,3,0,40,1,0
46345,23,10,10,0,4,2,3,1,24,0,0
46346,36,10,10,5,7,4,3,0,50,0,3137
46347,42,8,15,2,12,2,3,1,39,1,0
46348,31,13,13,0,7,2,3,0,40,1,8614
46349,19,9,9,0,12,5,0,0,10,0,0
46350,38,14,14,2,12,2,0,0,40,0,0
46351,22,9,9,0,4,0,3,1,40,0,0
46352,36,11,11,2,4,0,0,1,54,0,0
46353,36,14,14,5,10,4,3,0,50,1,-1977
46354,17,6,7,0,2,5,3,0,18,0,-1719
46355,30,10,10,0,4,5,0,1,40,0,0
46356,35,4,5,5,7,4,3,0,30,0,2635
46357,32,14,14,0,11,2,3,0,40,1,14084
46358,42,13,13,5,11,4,3,0,40,1,7688
46359,54,10,10,0,11,2,3,1,45,1,0
46360,36,13,13,5,10,4,3,0,35,1,-1887
46361,58,5,6,0,8,2,3,0,40,0,0
46362,39,11,11,5,8,4,3,0,40,0,0
46363,62,9,9,1,4,2,3,1,38,0,0
46364,51,9,9,2,12,0,3,0,40,0,0
46365,52,10,10,2,11,2,3,1,50,0,0
46366,25,9,9,0,10,5,3,1,30,0,0
46367,26,13,13,0,4,2,3,1,40,0,0
46368,26,5,6,5,7,5,0,0,40,0,0
46369,59,13,13,0,11,2,0,1,40,0,0
46370,21,9,9,0,5,1,3,0,50,0,0
46371,45,14,14,5,9,4,3,0,18,1,0
46372,26,9,9,5,7,4,3,0,36,0,0
46373,68,5,6,1,5,0,3,0,20,0,0
46374,60,9,9,5,8,4,3,0,40,1,0
46375,65,9,9,5,10,4,3,0,18,0,0
46376,41,14,14,2,11,0,3,1,45,0,0
46377,34,9,9,5,6,4,3,0,50,0,0
46378,28,9,9,5,4,4,0,0,40,0,0
46379,40,11,11,0,4,2,3,1,40,0,0
46380,57,14,14,5,12,4,3,0,60,1,0
46381,37,6,7,5,7,4,3,0,50,0,0
46382,34,5,6,2,3,2,0,0,60,0,0
46383,21,6,7,5,12,3,3,1,56,0,0
46384,57,13,13,5,9,4,3,0,48,1,0
46385,55,13,13,5,11,4,3,0,40,1,-1887
46386,51,9,9,0,5,2,3,0,60,0,0
46387,56,13,13,5,4,4,3,0,40,1,0
46388,32,10,10,0,11,2,3,0,60,0,0
46389,18,10,10,0,10,5,3,0,15,0,0
46390,48,11,11,4,12,2,3,0,40,0,0
46391,46,13,13,5,12,4,3,0,40,1,0
46392,41,8,15,5,12,4,3,0,50,1,0
46393,33,9,9,5,6,4,3,0,20,0,0
46394,33,9,9,0,2,5,3,0,40,0,0
46395,47,2,3,4,3,1,3,0,40,0,0
46396,46,9,9,5,11,3,4,1,40,1,15024
46397,40,9,9,2,4,0,3,1,38,0,0
46398,42,9,9,5,3,4,3,0,40,0,0
46399,31,13,13,5,12,4,3,0,55,1,7298
46400,51,6,7,5,2,4,3,0,40,0,0
46401,44,10,10,2,4,0,3,1,57,0,0
46402,37,9,9,3,9,0,3,1,40,0,0
46403,25,6,7,0,3,5,0,1,40,0,0
46404,63,3,4,5,5,4,3,0,60,1,7688
46405,52,9,9,2,10,2,3,0,45,0,0
46406,42,10,10,2,9,2,3,1,40,0,3325
46407,28,9,9,0,4,2,3,1,40,0,0
46408,30,14,14,0,12,2,3,0,40,1,10520
46409,34,13,13,5,10,4,3,0,50,0,0
46410,37,12,12,5,11,3,3,1,40,1,0
46411,31,9,9,5,3,4,3,0,45,0,0
46412,35,10,10,2,10,2,3,1,35,0,0
46413,25,10,10,0,4,5,3,1,40,0,0
46414,38,9,9,2,11,2,3,0,40,0,0
46415,43,9,9,0,5,2,3,0,60,0,0
46416,22,10,10,0,7,1,1,1,40,0,0
46417,18,6,7,0,8,5,3,0,20,0,0
46418,26,9,9,0,4,2,3,1,40,0,0
46419,36,9,9,5,6,4,3,0,60,1,0
46420,43,9,9,2,10,2,3,0,20,0,0
46421,21,10,10,0,4,2,3,1,25,0,0
46422,62,10,10,1,1,2,3,1,40,0,0
46423,26,9,9,5,7,4,3,0,40,0,0
46424,54,13,13,5,11,4,3,0,40,1,0
46425,18,6,7,0,10,5,3,1,20,0,0
46426,65,9,9,5,10,4,3,0,55,0,0
46427,41,9,9,0,7,2,3,0,50,0,3325
46428,31,4,5,0,8,0,3,1,20,0,0
46429,56,4,5,2,10,0,3,1,40,0,0
46430,50,13,13,5,11,4,3,0,50,1,0
46431,22,13,13,0,4,5,3,1,35,0,0
46432,36,10,10,5,1,4,3,0,48,0,0
46433,48,15,16,5,12,4,1,0,40,1,0
46434,30,9,9,5,8,3,3,1,30,0,0
46435,35,10,10,5,9,4,3,0,45,0,0
46436,37,9,9,5,6,4,3,0,30,0,0
46437,32,9,9,5,7,4,3,0,5,0,0
46438,56,14,14,5,11,3,3,1,50,0,0
46439,29,9,9,0,7,2,3,0,35,0,0
46440,41,12,12,2,10,0,3,0,40,0,0
46441,38,9,9,0,8,2,3,0,40,0,0
46442,34,4,5,3,3,0,3,1,35,0,0
46443,54,7,8,0,8,5,3,0,40,0,4101
46444,36,11,11,2,12,5,3,0,50,0,0
46445,42,11,11,2,12,2,3,1,40,0,0
46446,33,9,9,5,5,4,3,0,50,0,0
46447,21,9,9,0,12,5,3,1,30,0,0
46448,69,5,6,5,6,4,3,0,10,0,0
46449,32,12,12,0,10,2,0,1,46,0,0
46450,50,9,9,5,7,4,3,0,40,0,0
46451,40,7,8,5,8,4,3,0,40,0,0
46452,45,9,9,2,8,2,3,1,40,0,0
46453,31,9,9,5,4,4,3,0,35,0,0
46454,24,13,13,5,12,3,3,1,40,0,0
46455,28,13,13,0,12,2,3,0,60,1,0
46456,21,12,12,0,8,5,3,1,5,0,0
46457,43,11,11,2,11,2,3,0,25,0,0
46458,22,9,9,0,10,2,3,1,25,0,0
46459,62,9,9,5,7,4,3,0,40,0,-1740
46460,21,10,10,0,9,2,3,0,25,0,0
46461,37,10,10,5,6,4,3,0,45,0,0
46462,34,10,10,2,8,0,0,1,40,0,0
46463,74,13,13,5,11,4,3,0,12,1,-1825
46464,43,10,10,2,3,0,0,1,38,0,0
46465,25,10,10,0,12,2,3,1,40,0,0
46466,43,6,7,5,2,4,3,0,40,0,0
46467,23,6,7,5,8,4,3,0,40,0,0
46468,33,9,9,3,3,0,0,1,40,0,0
46469,51,13,13,5,11,4,3,0,35,1,0
46470,64,13,13,0,10,0,3,1,40,0,0
46471,35,10,10,0,11,2,3,0,50,0,0
46472,69,5,6,4,5,2,3,0,45,0,3273
46473,32,13,13,5,11,4,3,0,48,1,0
46474,20,10,10,0,8,5,3,1,40,0,0
46475,66,9,9,5,6,4,3,0,50,1,0
46476,31,10,10,0,7,2,3,0,40,0,0
46477,22,10,10,0,8,5,3,1,24,0,0
46478,32,8,15,0,12,2,3,0,40,0,0
46479,23,12,12,0,10,5,3,1,40,0,0
46480,21,10,10,0,4,5,3,0,40,0,0
46481,36,9,9,5,8,3,1,1,2,0,0
46482,62,3,4,5,7,4,3,0,40,0,2829
46483,24,9,9,0,2,2,3,0,40,0,0
46484,45,10,10,5,6,4,3,0,50,1,7298
46485,27,6,7,5,2,4,3,0,40,0,3942
